,LoanAmount,data.Request.Input.Application.RequestedLoanTerm,data.Request.Input.BVN.StateOfOrigin,data.Request.Input.CB.CurrentDPD,data.Request.Input.CB.MaxDPD,data.Request.Input.CB.Outstandingloan,data.Request.Input.CB1.Labelling,data.Request.Input.CB2.Labelling,data.Request.Input.Customer.AddressLGA,data.Request.Input.Customer.EducationStatus,data.Request.Input.Customer.Employment.BusinessSector,data.Request.Input.Customer.Employment.EmployerLGA,data.Request.Input.Customer.Employment.IndustrySector,data.Request.Input.Customer.ExistingCustomer,data.Request.Input.Customer.Gender,data.Request.Input.Customer.Income.Final,data.Request.Input.Customer.MaritalStatus,data.Request.Input.Customer.ResidentialStatus,data.Request.Input.Customer.TotalExistingExposure,previousApplication,salaryService,loanAge,data.Request.Input.Customer.Age
0,-0.6336911645433684,-0.5843218963927003,-1.432973562569998,-0.32136565593985705,-0.09737522241501267,-0.3026089195686394,-0.6058341127285998,-1.753018910954362,0.46634228689732216,-1.034173257675715,1.454014148049902,-0.9695151750164841,0.28193976647639646,1,0,-0.34293545355338256,0.5096381777782734,0.2431200819897008,-0.804647057913696,1,1,0.7061143501273859,-1.0520009433186197
1,-0.6567380157666904,-0.0130170719493424,-1.2519322442581917,-0.32136565593985705,-0.09737522241501267,-0.3026089195686394,-0.6058341127285998,1.0035742279730246,0.25028843899461867,-1.034173257675715,0.2683206637843549,-1.3663116971994784,0.7097061841748596,0,0,-0.3517494854422521,0.8564783538964955,0.2431200819897008,-0.8297492119731921,0,0,0.23537145004246196,0.12961582223910056
2,1.3099266219567933,-0.5843218963927003,0.5372779583419468,-0.32136565593985705,-0.09133205441188035,1.606920574510934,-0.6058341127285998,1.0035742279730246,1.5130134405701106,0.8886635043570013,1.058675246090239,1.4075443044637685,-1.2900757564290086,1,0,0.35780498000690913,0.8564783538964955,-0.007205706763229401,1.177066239594098,1,0,0.7061143501273859,1.1767396226113893
3,-0.626008880802261,-0.20345201343046168,0.2970206516908358,6.535608062083576,1.2698915382936775,-0.3026089195686394,0.6321581800236388,1.0035742279730246,0.3519112195169325,0.8212165282814605,1.3739323762546323,1.6046064348306168,-0.7346241020472081,1,1,-0.3325528227690363,0.5096381777782734,1.1249545136050012,-0.7157718638111553,1,0,-0.23537145004246196,-0.6965552496142648
4,-0.6644202995077978,-0.7747568378738195,-0.14778406792135035,0.413580698367627,0.0491716016609464,0.37760974141249615,0.6321581800236388,0.24822784412026103,-0.07962029124008037,0.19568024475178736,0.2683206637843549,0.7079206959170866,-0.19742104258202847,0,0,-0.3500563945709438,-1.504322145201084,-0.007205706763229401,-0.8324629583580025,0,0,0.23537145004246196,2.4544227918729895
5,-0.4569986384978992,-0.20345201343046168,0.6974417799262413,-0.32136565593985705,-0.09737522241501267,-0.3026089195686394,0.6321581800236388,0.24822784412026103,-0.14789170300614624,-1.034173257675715,-0.033653387922566544,-0.9240221743900926,0.4601532434457144,0,1,0.07319142486095638,0.8564783538964955,1.1249545136050012,-0.6309672892858303,0,1,0.23537145004246196,1.1287064207594495
6,-0.3494466661223961,0.3678528110128962,0.6295844407843849,-0.32136565593985705,-0.09737522241501267,-0.3026089195686394,-0.6058341127285998,-1.753018910954362,0.25028843899461867,-1.034173257675715,-1.8536226973299477,-0.9695151750164841,-2.1738214737846424,1,0,-0.2949064492775937,-1.504322145201084,-0.007205706763229401,-0.5380214756060742,1,0,-1.1768572502123098,-1.1672806277632755
7,0.29586516813062197,3.4148118747108045,0.34435278443171236,-0.32136565593985705,-0.09737522241501267,0.049793519252912775,-0.6058341127285998,0.24822784412026103,-0.14789170300614624,0.8886635043570013,0.30775589555998056,0.27335080530896244,-0.1421038784939696,1,0,-0.29704771126189533,0.8564783538964955,1.1249545136050012,0.2598199615281831,1,1,1.1768572502123098,1.2631993859448811
8,-0.6721025832489051,-0.7747568378738195,-1.3245079117875427,-0.32136565593985705,-0.09737522241501267,-0.3026089195686394,0.6321581800236388,1.0035742279730246,-0.6636165103277833,0.19568024475178736,0.5141467625342193,0.34277277429310693,0.3378273548805967,0,1,-0.08344437913022451,-1.504322145201084,-0.007205706763229401,0.11463452994082675,0,1,0.23537145004246196,0.1200091818687126
9,-0.5952797458378316,-0.5843218963927003,0.6974417799262413,-0.32136565593985705,-0.09737522241501267,-0.3026089195686394,-0.6058341127285998,0.24822784412026103,0.9755421056622037,-1.034173257675715,-0.7681247138518313,-0.30662705244706856,0.26562919874992186,0,0,-0.3391508974881053,-1.504322145201084,-0.007205706763229401,-0.7849723966238206,0,0,0.23537145004246196,-0.32189627516913405
